timestamp,roll,pitch,yaw,ax,ay,az,gx,gy,gz,mx,my,mz,temperature
2026-05-14T09:27:29,0.89,-2.59,291.49,0.044,0.016,0.999,-0.04,0.05,0.01,11.64,-29.64,-1.15,30.9
2026-05-14T09:27:29,0.89,-2.59,291.49,0.044,0.016,0.999,-0.04,0.05,0.03,11.61,-29.64,-1.12,30.9
2026-05-14T09:27:29,0.89,-2.59,291.49,0.044,0.016,0.999,-0.02,0.01,0.03,11.61,-29.64,-1.18,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.01,0.01,0.03,11.61,-29.59,-1.24,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.01,0.01,0.03,11.61,-29.59,-1.24,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,-0.01,0.01,0,11.61,-29.59,-1.24,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,-0.01,0.01,0,11.59,-29.59,-1.28,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.02,0.01,0,11.59,-29.57,-1.28,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.02,-0.01,0,11.55,-29.57,-1.28,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.02,-0.01,0,11.55,-29.57,-1.23,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.044,0.016,0.999,0.02,-0.01,0,11.51,-29.57,-1.23,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.045,0.016,0.999,-0.02,-0.01,0,11.51,-29.57,-1.19,30.9
2026-05-14T09:27:30,0.89,-2.59,291.49,0.045,0.016,0.999,-0.02,0.02,0,11.51,-29.57,-1.24,30.9
2026-05-14T09:27:31,0.89,-2.59,291.49,0.045,0.016,0.999,-0.02,0.06,0,11.51,-29.57,-1.24,30.9
2026-05-14T09:27:31,0.89,-2.59,291.49,0.045,0.016,1,-0.02,0.06,0,11.51,-29.57,-1.26,30.9
2026-05-14T09:27:31,0.89,-2.59,291.49,0.045,0.016,1,-0.02,0.06,0,11.54,-29.57,-1.26,30.9
2026-05-14T09:27:31,0.89,-2.59,291.53,0.045,0.016,1,-0.05,0.06,0.04,11.58,-29.54,-1.33,30.9
2026-05-14T09:27:31,0.89,-2.59,291.53,0.045,0.016,1,-0.05,0.03,0.04,11.61,-29.54,-1.33,30.9
2026-05-14T09:27:31,0.89,-2.59,291.53,0.045,0.016,1,-0.05,0.03,0.04,11.61,-29.54,-1.28,30.9
2026-05-14T09:27:31,0.89,-2.59,291.58,0.045,0.016,1,-0.05,0.03,0.04,11.64,-29.5,-1.33,30.9
2026-05-14T09:27:31,0.89,-2.59,291.63,0.045,0.016,1,0,0.03,0.04,11.64,-29.5,-1.38,30.9
2026-05-14T09:27:31,0.89,-2.59,291.63,0.045,0.016,1,0,0,0.04,11.64,-29.54,-1.38,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.045,0.016,1,-0.04,0,0.04,11.64,-29.54,-1.3,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,0,0.04,11.64,-29.54,-1.25,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,0,0.06,11.64,-29.52,-1.25,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.047,0.016,1.002,-0.04,0,0.06,11.64,-29.52,-1.25,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,-0.03,0.06,11.64,-29.52,-1.28,30.9
